季度,作品名称,上传p数,遮挡,时间,名称,作品ID,p数,开始时间（剪辑）,结束时间（剪辑）,开始时间,结束时间
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,623854,1,01:00:21.500,01:06:49.000,https://www.bilibili.com/video/BV1YbXwBdEAf?t=3621.5,https://www.bilibili.com/video/BV1YbXwBdEAf?t=4009.0
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,2,遮挡,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,623854,1,02:37:27.600,02:52:47.900,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=9447.6,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=10367.9
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,623854,1,03:34:48.500,03:39:12.000,https://www.bilibili.com/video/BV1zydxBCEsg?t=12888.5,https://www.bilibili.com/video/BV1zydxBCEsg?t=13152.0
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,4,遮挡,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,623854,1,01:48:09.300,02:11:51.800,https://www.bilibili.com/video/BV1B4odBhEBY?t=6489.3,https://www.bilibili.com/video/BV1B4odBhEBY?t=7911.8
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,5,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,623854,1,03:15:05.800,03:17:32.400,https://www.bilibili.com/video/BV1LLLL6GEhC?t=11705.8,https://www.bilibili.com/video/BV1LLLL6GEhC?t=11852.4
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,6,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,623854,1,03:58:21.600,04:01:40.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=14301.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=14500.3
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,7,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,623854,1,01:34:25.100,01:39:29.000,https://www.bilibili.com/video/BV1jmEn6iEkk?t=5665.1,https://www.bilibili.com/video/BV1jmEn6iEkk?t=5969.0
202604,女神“异世界转生想成为什么”我“勇者的肋骨”,8,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,623854,1,01:18:40.500,01:27:40.200,https://www.bilibili.com/video/BV1tUTK6JEKi?t=4720.5,https://www.bilibili.com/video/BV1tUTK6JEKi?t=5260.2
202604,女仆小姐的贪吃日常,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,580473,1,03:21:58.200,03:27:28.400,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12118.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12448.4
202604,女仆小姐的贪吃日常,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,580473,1,02:41:00.200,02:44:51.000,https://www.bilibili.com/video/BV1jWVu6RERF?t=9660.2,https://www.bilibili.com/video/BV1jWVu6RERF?t=9891.0
202604,夜樱家的大作战 第二季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,517027,1,00:20:40.000,00:24:20.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=1240.0,https://www.bilibili.com/video/BV1jWVu6RERF?t=1460.6
202604,复制品的我也会谈恋爱。,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,537722,1,02:45:11.700,02:50:16.600,https://www.bilibili.com/video/BV1EtAKzuEyr?t=9911.7,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10216.6
202604,复制品的我也会谈恋爱。,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,537722,1,02:12:43.200,02:17:04.300,https://www.bilibili.com/video/BV1YbXwBdEAf?t=7963.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=8224.3
202604,复制品的我也会谈恋爱。,3,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,537722,1,03:47:00.400,03:55:49.500,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=13620.4,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=14149.5
202604,复制品的我也会谈恋爱。,4,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,537722,1,03:16:08.900,03:34:00.400,https://www.bilibili.com/video/BV1zydxBCEsg?t=11768.9,https://www.bilibili.com/video/BV1zydxBCEsg?t=12840.4
202604,复制品的我也会谈恋爱。,5,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,537722,1,03:52:15.300,04:05:11.800,https://www.bilibili.com/video/BV1ox9dBnER1?t=13935.3,https://www.bilibili.com/video/BV1ox9dBnER1?t=14711.8
202604,复制品的我也会谈恋爱。,6,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,537722,1,00:53:25.300,00:56:50.200,https://www.bilibili.com/video/BV1jWVu6RERF?t=3205.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=3410.2
202604,复制品的我也会谈恋爱。,7,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,537722,1,03:44:42.400,04:02:33.100,https://www.bilibili.com/video/BV1BfJW6UEKM?t=13482.4,https://www.bilibili.com/video/BV1BfJW6UEKM?t=14553.1
202604,和班上第二可爱的女孩成为朋友,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,456079,1,02:50:16.600,02:52:19.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10216.6,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10339.9
202604,和班上第二可爱的女孩成为朋友,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,456079,1,02:00:53.200,02:10:14.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=7253.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=7814.2
202604,和班上第二可爱的女孩成为朋友,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,456079,1,02:14:12.600,02:35:42.500,https://www.bilibili.com/video/BV1zydxBCEsg?t=8052.6,https://www.bilibili.com/video/BV1zydxBCEsg?t=9342.5
202604,和班上第二可爱的女孩成为朋友,4,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,456079,1,02:50:33.000,03:16:17.700,https://www.bilibili.com/video/BV1ox9dBnER1?t=10233.0,https://www.bilibili.com/video/BV1ox9dBnER1?t=11777.7
202604,和班上第二可爱的女孩成为朋友,5,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,456079,1,03:17:19.600,03:36:20.200,https://www.bilibili.com/video/BV1pnRRBfEua?t=11839.6,https://www.bilibili.com/video/BV1pnRRBfEua?t=12980.2
202604,和班上第二可爱的女孩成为朋友,6,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,456079,1,02:45:09.600,02:46:25.500,https://www.bilibili.com/video/BV1LLLL6GEhC?t=9909.6,https://www.bilibili.com/video/BV1LLLL6GEhC?t=9985.5
202604,和班上第二可爱的女孩成为朋友,7,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,456079,1,00:56:50.200,01:00:45.200,https://www.bilibili.com/video/BV1jWVu6RERF?t=3410.2,https://www.bilibili.com/video/BV1jWVu6RERF?t=3645.2
202604,和班上第二可爱的女孩成为朋友,8,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,456079,1,01:05:20.600,01:23:27.600,https://www.bilibili.com/video/BV1gajx6NERw?t=3920.6,https://www.bilibili.com/video/BV1gajx6NERw?t=5007.6
202604,吞噬魔物的冒险者,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,621358,1,03:11:30.300,03:15:00.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=11490.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=11700.3
202604,又被杀掉了呢，侦探大人,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,608227,1,03:30:55.200,03:36:28.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12655.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12988.2
202604,又被杀掉了呢，侦探大人,2,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,608227,1,01:24:49.000,01:39:59.600,https://www.bilibili.com/video/BV1ox9dBnER1?t=5089.0,https://www.bilibili.com/video/BV1ox9dBnER1?t=5999.6
202604,又被杀掉了呢，侦探大人,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,608227,1,03:08:20.700,03:11:30.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=11300.7,https://www.bilibili.com/video/BV1jWVu6RERF?t=11490.3
202604,又被杀掉了呢，侦探大人,4,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,608227,1,03:31:30.300,03:34:27.900,https://www.bilibili.com/video/BV1tUTK6JEKi?t=12690.3,https://www.bilibili.com/video/BV1tUTK6JEKi?t=12867.9
202604,北斗神拳 -FIST OF THE NORTH STAR-,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,454438,1,03:21:40.500,03:25:15.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=12100.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=12315.6
202604,加油吧！中村君！！,1,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,508455,1,03:37:23.500,03:43:13.700,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=13043.5,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=13393.7
202604,加油吧！中村君！！,2,遮挡,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,508455,1,02:06:14.700,02:31:54.100,https://www.bilibili.com/video/BV1pnRRBfEua?t=7574.7,https://www.bilibili.com/video/BV1pnRRBfEua?t=9114.1
202604,加油吧！中村君！！,3,遮挡,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,508455,1,02:26:41.300,02:30:10.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=8801.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=9010.3
202604,冻结地球,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,571555,1,03:00:40.600,03:05:00.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=10840.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=11100.5
202604,冰之城墙,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,535669,1,02:38:00.700,02:45:11.700,https://www.bilibili.com/video/BV1EtAKzuEyr?t=9480.7,https://www.bilibili.com/video/BV1EtAKzuEyr?t=9911.7
202604,冰之城墙,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,535669,1,03:06:41.200,03:12:22.300,https://www.bilibili.com/video/BV1YbXwBdEAf?t=11201.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=11542.3
202604,冰之城墙,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,535669,1,02:56:17.000,03:16:04.900,https://www.bilibili.com/video/BV1zydxBCEsg?t=10577.0,https://www.bilibili.com/video/BV1zydxBCEsg?t=11764.9
202604,冰之城墙,4,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,535669,1,03:33:19.300,03:54:28.100,https://www.bilibili.com/video/BV1B4odBhEBY?t=12799.3,https://www.bilibili.com/video/BV1B4odBhEBY?t=14068.1
202604,冰之城墙,5,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,535669,1,02:14:49.400,02:50:33.000,https://www.bilibili.com/video/BV1ox9dBnER1?t=8089.4,https://www.bilibili.com/video/BV1ox9dBnER1?t=10233.0
202604,冰之城墙,6,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,535669,1,02:30:11.000,03:06:37.300,https://www.bilibili.com/video/BV1pnRRBfEua?t=9011.0,https://www.bilibili.com/video/BV1pnRRBfEua?t=11197.3
202604,冰之城墙,7,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,535669,1,02:18:02.700,02:44:40.000,https://www.bilibili.com/video/BV1LLLL6GEhC?t=8282.7,https://www.bilibili.com/video/BV1LLLL6GEhC?t=9880.0
202604,冰之城墙,8,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,535669,1,01:58:28.300,02:35:53.900,https://www.bilibili.com/video/BV1nsGz6kEwo?t=7108.3,https://www.bilibili.com/video/BV1nsGz6kEwo?t=9353.9
202604,冰之城墙,9,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,535669,1,01:46:05.300,02:15:40.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=6365.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=8140.3
202604,冰之城墙,10,遮挡,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,535669,1,02:43:59.700,03:06:49.300,https://www.bilibili.com/video/BV1jmEn6iEkk?t=9839.7,https://www.bilibili.com/video/BV1jmEn6iEkk?t=11209.3
202604,冰之城墙,11,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,535669,1,01:12:10.700,02:04:09.800,https://www.bilibili.com/video/BV1BfJW6UEKM?t=4330.7,https://www.bilibili.com/video/BV1BfJW6UEKM?t=7449.8
202604,冰之城墙,12,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,535669,1,01:59:09.000,02:29:57.900,https://www.bilibili.com/video/BV1gajx6NERw?t=7149.0,https://www.bilibili.com/video/BV1gajx6NERw?t=8997.9
202604,冰之城墙,13,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,535669,1,01:27:40.200,01:55:53.600,https://www.bilibili.com/video/BV1tUTK6JEKi?t=5260.2,https://www.bilibili.com/video/BV1tUTK6JEKi?t=6953.6
202604,冰之城墙,14,,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,535669,1,00:42:00.300,01:09:11.000,https://www.bilibili.com/video/BV1v6MN6fE3f?t=2520.3,https://www.bilibili.com/video/BV1v6MN6fE3f?t=4151.0
202604,关于邻家的天使大人不知不觉把我惯成了废人这档子事 第二季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,458684,1,00:48:25.000,00:53:25.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=2905.0,https://www.bilibili.com/video/BV1jWVu6RERF?t=3205.3
202604,关于虽然逃走的鱼很大、但钓上来的鱼却太大了这件事,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,604307,1,02:51:40.600,02:54:50.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=10300.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=10490.3
202604,关于我转生变成史莱姆这档事 第四季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,515594,1,02:23:00.300,02:26:41.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=8580.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=8801.3
202604,关于我转生变成史莱姆这档事 第四季,2,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,515594,1,04:04:35.000,04:08:05.100,https://www.bilibili.com/video/BV166bE6fEsr?t=14675.0,https://www.bilibili.com/video/BV166bE6fEsr?t=14885.1
202604,公鸡斗士,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,505258,1,03:01:12.000,03:01:29.300,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10872.0,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10889.3
202604,公鸡斗士,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,505258,1,02:31:56.800,02:35:18.000,https://www.bilibili.com/video/BV1YbXwBdEAf?t=9116.8,https://www.bilibili.com/video/BV1YbXwBdEAf?t=9318.0
202604,公鸡斗士,3,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,505258,1,03:43:13.700,03:46:59.600,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=13393.7,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=13619.6
202604,公鸡斗士,4,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,505258,1,03:25:15.600,03:28:25.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=12315.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=12505.6
202604,入间同学入魔了 第四季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,524486,1,03:18:30.600,03:21:40.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=11910.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=12100.5
202604,主播女孩重度依赖,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,606263,1,01:32:25.200,01:39:16.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=5545.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=5956.2
202604,主播女孩重度依赖,2,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,606263,1,01:25:14.800,01:31:10.700,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=5114.8,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=5470.7
202604,主播女孩重度依赖,3,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,606263,1,00:54:37.000,01:05:16.900,https://www.bilibili.com/video/BV1zydxBCEsg?t=3277.0,https://www.bilibili.com/video/BV1zydxBCEsg?t=3916.9
202604,主播女孩重度依赖,4,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,606263,1,00:41:25.500,00:50:05.800,https://www.bilibili.com/video/BV1B4odBhEBY?t=2485.5,https://www.bilibili.com/video/BV1B4odBhEBY?t=3005.8
202604,主播女孩重度依赖,5,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,606263,1,02:33:35.100,02:37:31.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=9215.1,https://www.bilibili.com/video/BV1jWVu6RERF?t=9451.5
202604,主播女孩重度依赖,6,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,606263,1,00:26:28.000,00:35:36.600,https://www.bilibili.com/video/BV1gajx6NERw?t=1588.0,https://www.bilibili.com/video/BV1gajx6NERw?t=2136.6
202604,上伊那牡丹，酒醉身姿似百合花般,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,543360,1,02:54:06.900,02:55:57.400,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10446.9,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10557.4
202604,上伊那牡丹，酒醉身姿似百合花般,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,543360,1,02:54:08.300,03:06:41.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=10448.3,https://www.bilibili.com/video/BV1YbXwBdEAf?t=11201.2
202604,上伊那牡丹，酒醉身姿似百合花般,3,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,543360,1,02:21:45.300,02:37:27.600,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=8505.3,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=9447.6
202604,上伊那牡丹，酒醉身姿似百合花般,4,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,543360,1,03:51:20.500,04:01:03.200,https://www.bilibili.com/video/BV1zydxBCEsg?t=13880.5,https://www.bilibili.com/video/BV1zydxBCEsg?t=14463.2
202604,上伊那牡丹，酒醉身姿似百合花般,5,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,543360,1,01:25:28.100,01:48:09.300,https://www.bilibili.com/video/BV1B4odBhEBY?t=5128.1,https://www.bilibili.com/video/BV1B4odBhEBY?t=6489.3
202604,上伊那牡丹，酒醉身姿似百合花般,6,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,543360,1,04:05:32.800,04:16:26.900,https://www.bilibili.com/video/BV1ox9dBnER1?t=14732.8,https://www.bilibili.com/video/BV1ox9dBnER1?t=15386.9
202604,上伊那牡丹，酒醉身姿似百合花般,7,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,543360,1,04:22:31.200,04:27:19.800,https://www.bilibili.com/video/BV1ox9dBnER1?t=15751.2,https://www.bilibili.com/video/BV1ox9dBnER1?t=16039.8
202604,上伊那牡丹，酒醉身姿似百合花般,8,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,543360,1,03:42:04.700,04:05:17.400,https://www.bilibili.com/video/BV1pnRRBfEua?t=13324.7,https://www.bilibili.com/video/BV1pnRRBfEua?t=14717.4
202604,上伊那牡丹，酒醉身姿似百合花般,9,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,543360,1,03:18:36.300,03:23:53.500,https://www.bilibili.com/video/BV1LLLL6GEhC?t=11916.3,https://www.bilibili.com/video/BV1LLLL6GEhC?t=12233.5
202604,上伊那牡丹，酒醉身姿似百合花般,10,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,543360,1,01:31:15.100,01:35:00.900,https://www.bilibili.com/video/BV1jWVu6RERF?t=5475.1,https://www.bilibili.com/video/BV1jWVu6RERF?t=5700.9
202604,上伊那牡丹，酒醉身姿似百合花般,11,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,543360,1,01:08:30.400,01:17:06.000,https://www.bilibili.com/video/BV1tUTK6JEKi?t=4110.4,https://www.bilibili.com/video/BV1tUTK6JEKi?t=4626.0
202604,七米神物语,1,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,282118,1,01:31:10.700,01:35:10.800,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=5470.7,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=5710.8
202604,一叠间漫画咖啡屋生活！,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,569161,1,02:40:34.200,02:47:56.500,https://www.bilibili.com/video/BV1YbXwBdEAf?t=9634.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=10076.5
202604,一叠间漫画咖啡屋生活！,2,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,569161,1,03:37:37.300,03:42:04.700,https://www.bilibili.com/video/BV1pnRRBfEua?t=13057.3,https://www.bilibili.com/video/BV1pnRRBfEua?t=13324.7
202604,一叠间漫画咖啡屋生活！,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,569161,1,04:07:35.400,04:10:45.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=14855.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=15045.4
202604,《新世纪福音战士》30周年纪念特别放映,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,616383,1,03:40:37.400,03:42:11.100,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=13237.4,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=13331.1
202604,Re：从零开始的异世界生活 第四季 丧失篇,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,547888,1,00:25:07.100,00:30:26.100,https://www.bilibili.com/video/BV1YbXwBdEAf?t=1507.1,https://www.bilibili.com/video/BV1YbXwBdEAf?t=1826.1
202604,Re：从零开始的异世界生活 第四季 丧失篇,2,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,547888,1,02:38:15.600,03:07:23.000,https://www.bilibili.com/video/BV1B4odBhEBY?t=9495.6,https://www.bilibili.com/video/BV1B4odBhEBY?t=11243.0
202604,Re：从零开始的异世界生活 第四季 丧失篇,3,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,547888,1,01:58:45.300,02:05:41.800,https://www.bilibili.com/video/BV1LLLL6GEhC?t=7125.3,https://www.bilibili.com/video/BV1LLLL6GEhC?t=7541.8
202604,Re：从零开始的异世界生活 第四季 丧失篇,4,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,547888,1,01:22:06.000,01:28:10.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=4926.0,https://www.bilibili.com/video/BV1jWVu6RERF?t=5290.3
202604,Re：从零开始的异世界生活 第四季 丧失篇,5,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,547888,1,01:57:27.800,02:43:59.700,https://www.bilibili.com/video/BV1jmEn6iEkk?t=7047.8,https://www.bilibili.com/video/BV1jmEn6iEkk?t=9839.7
202604,Re：从零开始的异世界生活 第四季 丧失篇,6,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,547888,1,02:36:58.100,03:08:36.400,https://www.bilibili.com/video/BV1BfJW6UEKM?t=9418.1,https://www.bilibili.com/video/BV1BfJW6UEKM?t=11316.4
202604,Re：从零开始的异世界生活 第四季 丧失篇,7,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,547888,1,01:23:27.600,01:59:09.000,https://www.bilibili.com/video/BV1gajx6NERw?t=5007.6,https://www.bilibili.com/video/BV1gajx6NERw?t=7149.0
202601,黄金神威 最终章,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,443106,1,01:40:20.800,01:57:18.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=6020.8,https://www.bilibili.com/video/BV1EtAKzuEyr?t=7038.9
202601,靠死亡游戏混饭吃。,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,510753,1,03:18:16.400,03:19:44.800,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=11896.4,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=11984.8
202601,金牌得主 第二季,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,548818,1,01:31:37.300,01:43:18.000,https://www.bilibili.com/video/BV1xgwazXEZj?t=5497.3,https://www.bilibili.com/video/BV1xgwazXEZj?t=6198.0
202601,金牌得主 第二季,2,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,548818,1,04:05:10.500,04:05:29.200,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14710.5,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14729.2
202601,透明男与人类女～不久成为夫妇的二人～,1,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,525946,1,03:08:46.600,03:55:40.000,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=11326.6,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14140.0
202601,超辉夜姬！,1,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,604826,1,03:08:55.300,03:12:04.000,https://www.bilibili.com/video/BV1B4odBhEBY?t=11335.3,https://www.bilibili.com/video/BV1B4odBhEBY?t=11524.0
202601,贵族转生 ～得天眷顾一出生就获得最强力量～,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,531724,1,02:26:20.800,02:41:35.600,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=8780.8,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=9695.6
202601,贵族转生 ～得天眷顾一出生就获得最强力量～,2,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,531724,2,01:08:48.400,01:18:38.600,https://www.bilibili.com/video/BV11kDgBwEWj?t=4128.4&p=2,https://www.bilibili.com/video/BV11kDgBwEWj?t=4718.6&p=2
